ident,nome,tipo,conteudo,res
<http://www.nima.puc-rio.br/lattes/6057522086090435#P23>,A Sociedade Urbana e os Caminhos da Modernidade e da Pós-Modernidade,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0243878307545882#P258>,Acerca dos sonhos na filosofia platônica,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7538936412559010#P231>,"Juridical Culture and Right to the City, Possibilities and Obstacles in the Social Effectiveness of Urbanistic Rule",Article,sem DOI ou ementa,False
_:b89B4D802x112621,"O Brasil republicano, o tempo do regime autoritário.",Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5042677509706552#P552>,Higher-order co-moments in asset pricing on the stock exchange in Brazil,Article,10.15675/gepros.v10i4.1245,False
<http://www.nima.puc-rio.br/lattes/0205484470667278#P73>,An overview of environmental management of metallurgical industries,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/1427567976681355#P5330>,Propriedades Físicas e Mecânicas da Fibra Vegetal Curauá,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8897943441824788#phdthesis4>,Para Falar de Regras: O Positivismo Conceitual como Cenário para uma Investigação Filosófica acerca dos Casos Difíceis do Direito,Thesis,sem DOI ou ementa,False
_:bC87DAD9Dx138821,Qual o futuro da sexualidade no Direito?,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3954582460916396#P292>,A new approach to map landscape variation in forest restoration success in tropical and temperate forest biomes,Article,10.1111/1365-2664.13501,True
<http://www.nima.puc-rio.br/lattes/7476904353230115#P16>,Implementação do Método de Reflexão Simplex Para a Análise de Estabilidade de Taludes,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/2752050095055713#P185>,Escola Matriz da Fundação Bradesco. Continuidade renovada,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9199970180870105#P236>,Support Vectors Learning for Vector Field Reconstrution,Article,10.1109/SIBGRAPI.2009.20,False
<http://www.nima.puc-rio.br/lattes/3386402716993689#P293>,Getulio: cartas-testamento como testemunhos do poder,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3497095259123139#P502>,Efeitos Causados Pelo Impacto de Íons de MeV em Meteoritos do tipo Condrito Ordinário: Intemperismo Espacial,Thesis,sem DOI ou ementa,False
<http://nima.puc-rio.br/cad-puc#disciplinaELE2031>,[ELE2031] ESTUDO ORIENTADO,ccso,Estudo individual de tópicos não cobertos pelas disciplinas de pós-graduação do departamento. ,False
<http://www.nima.puc-rio.br/lattes/6530532752645263#P470>,Flexural Creep Behavior of Steel and Polypropylene Fiber Reinforced Concrete,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0730727299854995#P404>,Analyses of two different life stages of women in physics,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9330950719388986#P529>,Evidências de validade de um instrumento executivo informatizado infantil: Jogo das Cartas Mágicas.,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7878244330545127#P408>,Liberdade de consciência religiosa e direito à não discriminação LGBT: uma análise de direitos em conflito,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7454736736043931#P183>,Equilibrium Considerations of the Updated Lagrangian Formulation of Beam Columns with Natural Concepts,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0564899246574184#P606>,Development of Novel Steel Microstrucutures using the Quenching and Partitioning (Q&P) Process,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0400232298849115#P382>,Uma Teoria de Dependências Funcionais e de Inclusão e suas Aplicações,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0791736514501867#P224>,O DESENVOLVIMENTO DAS TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO E A REORGANIZAÇÃO DO ESPAÇO UNIVERSITÁRIO,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3948737758921845#P310>,"Inorganic composition of suspended sediments in the Acre River, Amazonia, Brazil",Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/1728746187630338#P232>,Investigating users' decision-making process while searching online and their shortcuts towards understanding,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0095031067497364#P7>,Factors in strategic alliance instability,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0204151320806316#P258>,"Relações dos índices de demanda, recursos do trabalho e pessoais com a capacidade de trabalho, o engajamento no trabalho e bem-estar",Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8877272658065995#P670>,Droplet breakup in turbulent flow throught an orifice,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0940801179974135#P105>,Vapor-Liquid Equilibrium Equations for Hydrocarbon-Oil Mixtures,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3449303767051626#P390>,São Boaventura e a regula dilectionis proximi,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9330950719388986#P497>,"Cross-cultural adaptation, validation and factor structure of the Insight Scale for Affective Disorders",Article,10.1016/j.jad.2015.03.002,False
<http://www.nima.puc-rio.br/lattes/1936581424002717#P309>,Visualização de Informação e Retórica Visual no Jornalismo Digital,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3492936364312399#P249>,Comportamentos agressivos entre pares e variáveis sociodemográficas em crianças da cidade de Porto Alegre,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6008984232328337#P241>,Street art no Rio de Janeiro,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5874218092323774#P612>,Organização do ambiente virtual de aprendizagem - experiência da Coordenação de Educação a Distância da UNIRIO,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3091439217579895#P334>,Marina da Glória e a &quot;revitalização&quot; de um bem tombado: mais um caso de adequação das normas ao projeto proposto,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8001375568934612#P26>,Fronteiras invisíveis: diálogos para criação de A floresta que anda,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/2528456367910899#P1112>,Gestão ambiental integrada na Região Metropolitana do Rio de Janeiro: a avaliação de impactos cumulativos e sinérgicos entre cidades milionárias - o exemplo da baia de Sepetiba (RJ)Gestion environnementale intégrée dans la Région Métropolitaine de Rio de Janeiro: l?évaluation des impacts cumulatifs et synergiques entre villes millionnaires - l?exemple de la baie de Sepeti,Article,10.4000/confins.16960,True
<http://www.nima.puc-rio.br/lattes/0244547255924948#P71>,Electromagnetic Wave Propagation in Random Waveguides,Article,10.1137/130941936,False
<http://www.nima.puc-rio.br/lattes/0043444586596185#P232>,Síntese e análise de lentes dielétricas,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6075905438020841#P318>,On some relations between Natural Deduction and Sequent Calculus,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5457197162245079#P519>,Análise das vibrações não-lineares e instabilidade dinâmica de pórticos planos,Article,sem DOI ou ementa,False
_:b89B4D802x117501,Antigos e Modernos,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6805562235394433#P1094>,Não vemos tudo Carnaval continua como uma baforada de liberdade dentro de um sistema hiper-regrado,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1690074957924010#P282>,"SERVIÇO SOCIAL E A IMPORTÂNCIA DA CAPACITAÇÃO PROFISSIONAL, NA EFETIVAÇÃO DAS POLÍTICAS PÚBLICAS DE ENFRENTAMENTO À VIOLÊNCIA CONTRA A MULHER",Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5705400403846459#P205>,Contra o voluntarismo: Spinoza e a crítica a Schmitt e Agamben,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4415817897120454#P39>,Observation by Magnetic Measurements of Oblique Dipole Lines for Modeling Excitation Wave-fronts,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5705400403846459#P188>,Michel Foucault no Brasil,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5422276244335274#P393>,A Capacidade Inovadora da Indústria Farmacêutica Brasileira e a Relação com seu Desempenho Competitivo,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7644241125976321#P454>,Analysis of Performance in Intensive Care Units,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1157387460616007#P850>,Observância das Cláusulas de Eleição de Foro no Brasil: o Protocolo de Buenos Aires na Jurisprudência Brasileira,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6520567335148353#P13>,Drummond leva os mortos ao cinema (identidade familiar e movimento imagético),Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5955973975215372#P124>,"Imprensa, língua, nação e política nas Regências",Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6812712541815164#P711>,Infância e infâncias: narrativas de abandono na ficção e na vida,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/2963677662684936#P75>,Os dias de Chacal,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8769189053430629#P350>,Os cariocas e o legado olímpico,Article,sem DOI ou ementa,False
<http://nima.puc-rio.br/cad-puc#disciplinaADM2302>,[ADM2302] CONTABILIDADE FINANCEIRA,ccso,Disciplina sem ementa cadastrada.,False
<http://www.nima.puc-rio.br/lattes/6871556145533245#P153>,Reliability Evaluation of Distribution Systems Under Load Transfer Restrictions,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4328862635118427#P99>,Coordenação na logística humanitária: uma revisão da literatura acadêmica internacional,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/2491891766759477#P823>,Crosscutting Interfaces for Aspect-Oriented Modeling,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0927043090346304#P288>,Medição Fiscal no Ativo Marlim Utilizando-se Medidores do Tipo Ultra-Sônico com Óleo Pesado no Offloading,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6893268028825034#P7>,"O controle litológico-estrutural no desenvolvimento da rede de canais e morfologia dos vales na bacia do rio Bananal e áreas adjacentes, médio vale do rio Paraíba do Sul (SP/RJ)",Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8877272658065995#P483>,Asymptotic model of the flow in metalic and elastomeric progressive cavity pump,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0807511237795775#P167>,A Modular Implementation Framework for Code Mobility,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5818660661319963#P494>,"Presidencialismo de Assombração; autocracia, estado de natureza, abismo do social (notas sobre o experimento político-social-cultural brasileiro em curso)",Chapter,sem DOI ou ementa,False
_:b89B4D802x28494,Perspectivas Pós-coloniais e Decoloniais em Relações Internacionais,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5814418212845829#P71>,A aplicação do precedente jurisdicional no processo civil,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3565007612807426#masterthesis3>,Da possibilidade de um outro olhar,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0731606611183670#P136>,Um Mecanismo de Tolerância a Falhas para Sistemas de Gerenciamento de Workflow,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4092839500766104#P189>,Síntese de Dissulfeto de Ferro para Aplicação em Pilhas Térmicas,Thesis,sem DOI ou ementa,False
_:bC87DAD9Dx214436,Teoria em Quadrinhos,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5039536576835274#P356>,"Conhecimento compartilhado, recursos de TI e desempenho de processos de negócios",Article,10.1590/s0034-759020140205,False
<http://www.nima.puc-rio.br/lattes/4888469107863020#P631>,Mercado editorial e novos circuitos da literatura,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4445790203781215#P1084>,Bid price under uncertainty: the case of Palmeirópolis Auction,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9094759402599071#P198>,Caracterização numérica e experimental de uma chama turbulenta não pré-misturada,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6322729232079325#P581>,An Evaluation of Innovation and Intellectual Property Policies in Brazil,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8855081325345654#P143>,Using Irregularly Spaced Returns to Estimate Multi-Factor Models: Application to Brazilian Equity Data,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1164394299894445#P70>,Active Vision via Extremum Seeking for Robots in Unstructured Environments: Applications in Object Recognition and Manipulation,Article,10.1109/TASE.2018.2807787,False
<http://www.nima.puc-rio.br/lattes/2192738260572343#P18>,DEFINITIONS AND MEASUREMENTS OF POLARISATION MODE,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3593463741658057#P17>,Review of Arend Heyting 'Methodes et problémes de l'intuitionisme',Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4168538689240017#P277>,Pasta de Gelo e Nanofluidos em Sistemas de Refrigeração,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6057522086090435#P564>,Reconhecendo Metrópoles: território e sociedade,Chapter,sem DOI ou ementa,False
_:b89B4D802x200717,Educação no Século XXI- Neuroeducação e Arte,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0635042395741656#P451>,"Timoneiros: retórica, prudência e história em Maquiavel e Guicciardini",Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7271092616184477#P795>,Referência anafórica com relativas restritivas de objeto: custo relativizado na interface gramática-pragmática,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3475085618680340#P427>,Jardins rarefeitos,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/5520264426241131#P510>,Formas atípicas de trabalho de assistentes sociais no Brasil recente,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9094759402599071#P501>,Soot distribution in turbulent bluff body near wake non premixed flames,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5358216932921422#P67>,Central Bank balance sheet concerns and credible escape from the liquidity trap,Thesis,sem DOI ou ementa,False
<http://nima.puc-rio.br/cad-puc#disciplinaADM2964>,[ADM2964] SEMIN PESQUISA DA AREA,Course,Disciplina sem ementa cadastrada.,False
<http://www.nima.puc-rio.br/lattes/8002400150496526#P68>,As discussões sobre gênero no final do século XX e seus impactos na Constituição de 1988,Article,sem DOI ou ementa,False
<http://nima.puc-rio.br/cad-puc#disciplinaCIV2163>,[CIV2163] SEM ESTRUTURAS I DOUTORADO,ccso,Disciplina sem ementa cadastrada.,False
_:b89B4D802x183672,Comentários ao Código de Processo Civil,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7644241125976321#P376>,A Convex Relaxation Approach for Solving a Nonlinear Refinery Planning Problem,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9354841724510632#P159>,Impact of oil spills on coral reefs can be reduced by bioremediation using probiotic microbiota,Article,10.1038/srep18268,True
<http://www.nima.puc-rio.br/lattes/4824568521672125#P37>,"Segundo HAREM: Modelo geral, novidades e avaliação",Chapter,sem DOI ou ementa,False
_:bC87DAD9Dx13060,Agostinho da Silva ? Pensador do mundo a haver,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3751826539989078#P6>,Le Wittgenstein de Hintikka: percées et excès d'une interprétation hétérodoxe,Article,10.3917/rip.250.0423,False
_:b89B4D802x228339,Hegemonías y emancipaciones en el siglo XXI,Book,sem DOI ou ementa,False
_:bC87DAD9Dx127569,Revista da AARJ,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/2143031467830549#P148>,Projeto de Confecção de Módulos de Microfiltração com Distribuição Uniforme da Alimentação Visando o Uso na Clarificação de Cerveja.,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1016382585372214#P604>,O Federalismo Sob a Ótica da Redistribuição dos Royalties,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5042677509706552#P226>,O Efeito Disposição na Indústria Brasileira de Fundos de Investimento em Ações: Um Estudo em Finanças Comportamentais,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1672274202055214#P88>,Analysis of cost and flexural strength performance of natural fiber-polyester composites,Article,10.1081/PPT-100000065,False
<http://www.nima.puc-rio.br/lattes/1104157433492666#P68>,Supporting Dynamic Reconfiguration in Distributed Data Stream Systems,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0095031067497364#P1089>,A internacionalização de empresas de comércio eletrônico: estudo de caso da B2W - Companhia Global do Varejo,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3169548175426087#P119>,"Um olhar geográfico sobre a gestão socioambiental de áreas protegidas: o caso do parque estadual da Pedra Branca, Rio de Janeiro, Brasil.",Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2843267013393531#P270>,Transformações do trabalho e configurações do Serviço Social em empresas,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6935503527357767#P90>,Simulação Numérica de Escoamentos de Fluidos Com Modelagem de Interfaces,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/2283022405554044#P344>,Sistema Neuro-Fuzzy Hierárquico Politree com Aprendizado por Reforço,Article,sem DOI ou ementa,False
<http://nima.puc-rio.br/cad-puc#disciplinaTEO1234>,[TEO1234] MONOGRAFIA,Course,"Apresentação de um trabalho sobre um teme teológico, sob a orientação de um professor. ",False
<http://www.nima.puc-rio.br/lattes/1721981607189967#P415>,Potencial de Liquefação Estática no Alteamento de uma Barragem de Rejeito,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/6505039023842313#P255>,Context Management for Distributed and Dynamic Context-Aware Computing,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4394162331037750#P24>,Software Livre para Computação Gráfica e Animação por Computador,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8428879484131924#P485>,REVISITING THE MAINSTREAM: THE MEANING OF WORK FOR PEOPLE WITH ACQUIRED DISABILITIES,Article,10.1590/1678-6971/eramd180079,False
<http://www.nima.puc-rio.br/lattes/8252075995504939#P500>,LITERACIA DE INFORMAÇÃO NO ENSINO MÉDIO: REFERENCIAL PARA PESQUISA DE INFORMAÇÃO CIENTÍFICA,Article,10.21527/2179-1309.2019.109.190-202,False
<http://www.nima.puc-rio.br/lattes/4772367722624975#P7>,A COFINS e o PIS na Reforma Tributária,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9222024053983021#P304>,Programando em NCL 3.0,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1944208293448093#P296>,República y Civilización Brasileña,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4125143035504078#P769>,Consumo e publicidade: apropriação localizada e mensagem global,Thesis,sem DOI ou ementa,False
_:b89B4D802x143434,"Criação, Representação e Visualização Digitais: Tecnologias digitais de criação, representação e visualização no processo de projeto",Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1427567976681355#P5748>,Characterization of bamboo culm for the production of laminated beams,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5068302552861597#P9>,The Brazilian Military Codification Application Development: Meeting the Challenges of the new Millennium,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6805562235394433#P913>,As leis e o purgatório,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8194466311190528#P80>,In situ hard coatings strain measurement using a commercial strain-gage device,Article,10.1016/s0040-6090(00)01271-2,False
<http://www.nima.puc-rio.br/lattes/3948737758921845#P476>,A influência dos Jogos Olímpicos Rio 2016 na composição química de partículas atmosféricas,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8451364774329955#P136>,Psicanálise e Neurociência: um passo em direção à clínica,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6338514580120246#P34781>,An ACA Accelerated Isogeometric Boundary Element Analysis for Two-Dimensional Potential Problems,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4805585223096573#P25>,Estudo das Reações Em Multicamadas de Filmes Finos de Titanio/Silicio Amorfo,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4766920066799526#P114>,Mundo técnico e morte da arte,Article,sem DOI ou ementa,False
_:b89B4D802x96920,Quimica Ambiental: caracterização ambiental regional da Bacia de Campos,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/7921830556715768#P287>,"Propriedades estruturais, mecânicas e tribológicas de filmes de TiB2 e Ti-B-N depositados por erosão catódica",Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9091412403985108#P674>,Constituição e Direito Civil: Tendências,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8160347007286967#P809>,An XFEM element to model intersections between hydraulic and natural fractures in porous rocks,Article,10.1016/j.ijrmms.2018.10.001,False
<http://www.nima.puc-rio.br/lattes/6812712541815164#P639>,Relações e Concepções de crianças com/sobre a natureza: um estudo em um escola municipal,Thesis,sem DOI ou ementa,True
_:bC87DAD9Dx208876,Os Antropólogos,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5759390269150948#P206>,Arquitetura entre conexões contemporanes: o Museu da Imagem e do Som do Rio de Janeiro,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/2756650288271652#P118>,Desfazendo a 'ideologia de gênero'no Brasil,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6338514580120246#P34834>,A novel dual reciprocity boundary element formulation for two-dimensional transient convection-diffusion-reaction problems with variable velocity,Article,10.1016/j.enganabound.2018.06.001,False
<http://nima.puc-rio.br/cad-puc#disciplinaGEO3001>,[GEO3001] SEMINARIO DE TESE I,ccso,Disciplina sem ementa cadastrada.,False
<http://www.nima.puc-rio.br/lattes/0457680155949405#P79>,The Visually Impaired and Consumption in Restaurants,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3475085618680340#P349>,"Quixote, Sancho e o transtorno da ordem",Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8249534204731109#P54>,An architecture for the design entity,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0942825872136360#P30>,"Linguagem, relações de poder e o mundo do trabalho: a construção discursiva do conceito de empreendedorismo",Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9705170158456125#P427>,Prediction of fatigue crack initiation lives at elongated notch roots using short crack concepts,Article,10.1016/j.ijfatigue.2011.10.010,False
<http://www.nima.puc-rio.br/lattes/1732959483590227#P2>,O DIACONATO PERMANENTE,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7976161481295330#P792>,O Supremo Tribunal Federal e a Força Normativa dos fatos,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8160347007286967#P702>,Numerical simulation of solids prodction uing standard and Cosserat continua,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/4445790203781215#P158>,Avaliação da Flexibilidade de escolha de Insumos na Produção de Biodiesel,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/4888469107863020#P439>,O CORPO E AS TIRANIAS DO ESPÍRITO NA FICÇÃO CONTEMPORÂNEA,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/0730727299854995#P152>,Thermoelectric fixed point thermometer,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/7087141060845700#P208>,Sobre o Seminário V de Jacques Lacan e sua teoria clínica da significação,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/9915761557849189#P861>,2016: tristes lembranças,Article,sem DOI ou ementa,False
<http://nima.puc-rio.br/cad-puc#disciplinaCRE1100>,[CRE1100] O HUMANO E O FENOM RELIGIOSO,ccso,"Fundamentação antropológica da abertura do ser humano ao Transcendente. O fenômeno religioso no contexto atual, interpelações e novos paradigmas. 
Construção de conceitos fundamentais do fenômeno religioso e estudo crítico dos modelos teóricos de interpretação. Manifestações religiosas históricas e 
contemporâneas. Pluralismo, tolerância e o necessário diálogo inter-religioso. Os direitos humanos na perspectiva das grandes religiões. ",False
<http://www.nima.puc-rio.br/lattes/9268052528216772#P556>,EURO: a busca de uma alternativa ao poder do dólar no sistema monetário internacional,Thesis,sem DOI ou ementa,False
<http://nima.puc-rio.br/cad-puc#disciplinaPSI1500>,[PSI1500] AVALIACAO PSICOLOGICA I,Course,"História da avaliação psicológica; fundamentos e princípios da avaliação psicológica; características e especificidades dos testes psicológicos psicométricos e projetivos/expressivos; Legislação em avaliação psicológica no Brasil; a prática da avaliação psicológica em diferentes contextos; escalas de personalidade, inteligência e interesse, testes cognitivos gráficos e baterias de avaliação cognitiva. ",False
<http://www.nima.puc-rio.br/lattes/5422276244335274#P489>,Modos de Entrada no Investimento Direto no Exterior: Um Estudo da Literatura Empírica,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/8717141191060561#P35>,Political Dynasties and the Quality of Government,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6530532752645263#P454>,Influence of Polypropylene Addition in the Behavior of GFRP Reinforced Concrete Members,Article,sem DOI ou ementa,False
_:bC87DAD9Dx173616,Panorama de la Teología Latinoamericana,Book,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1316446642154568#P133>,As Interlocuções do Desejo,Thesis,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6812712541815164#P725>,Um mergulho na alfabetização (ou: há muito o que revelar sobre o cotidiano da escola,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/3039810881707324#P15>,A novel framework to define the premium for investment in complementary renewable projects,Article,10.1109/PSCC.2014.7038450,False
<http://nima.puc-rio.br/cad-puc#disciplinaENG1546>,[ENG1546] GERENCIA DE OPERACOES,Course,Gerência de Operações em Manufatura e Serviços. Análise e controle de estoques sob demanda independente. Dimensionamento de lotes de compra sob demanda variável no tempo. O problema de programação do lote econômico de fabricação (ELSP). Reposição coordenada de itens. Planejamento da produção multiperiodal e multi-itens. Gestão de estoques na cadeia produtiva. Estoque de peças de reposição. Características do setor de serviços. Gerenciamento da Capacidade de Produção e da Demanda: Estratégias para o Gerenciamento da Oferta e da Demanda. Gerenciamento da Rentabilidade. Programação de turnos de trabalho. Estudos de casos. Modelos específicos para serviços. Sustentabilidade e Inovação em Gerência de Operações. ,False
<http://www.nima.puc-rio.br/lattes/8402567216155554#P98>,"Auto-Redução, Um Caso Brasileiro de Sucesso",Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/5814418212845829#P13>,A investigação do crime organizado no cenário da comunicação em redes informatizadas,Article,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/6440521780884056#P107>,Escola do Direito Livre,Chapter,sem DOI ou ementa,False
<http://www.nima.puc-rio.br/lattes/1164394299894445#P14>,Algorithmic skeletons for stream programming in embedded heterogeneous parallel image processing applications,Article,10.1109/IPDPS.2006.1639351,False
<http://www.nima.puc-rio.br/lattes/7098876456588867#P93>,Restrições de Crédito e Decisões Intra-Familiares,Article,sem DOI ou ementa,False
